tid,toi,tfopwg_disp
322862882,3205.01,FP
321802774,3206.01,PC
320994166,3207.01,PC
319949055,3208.01,PC
319806044,3209.01,PC
175476629,321.01,FP
447192619,3469.01,PC
224271611,347.01,PC
277538491,3470.01,PC
407166076,3471.01,PC
275562670,3472.01,FP
406861922,3473.01,PC
274367763,3474.01,PC
403507814,3475.01,PC
272983172,3476.01,PC
402391147,3477.01,PC
255909950,3478.01,PC
402219289,3479.01,PC
70785910,348.01,PC
254909777,3480.01,PC
396316939,3481.01,PC
254629854,3482.01,FP
395926728,3483.01,PC
221882319,3484.01,PC
394672497,3485.01,PC
98620619,3736.01,PC
96074951,3737.01,PC
312689217,3738.01,PC
311441461,3739.01,PC
183675732,374.01,PC
87597187,3740.01,FA
701926762,3741.01,PC
286696848,3742.01,FP
87091417,3743.01,PC
86075481,3744.01,PC
666567477,3745.01,PC
284747017,3746.01,FP
647636934,3747.01,PC
82622707,3748.01,PC
284174392,3749.01,PC
280097543,375.01,PC
468777766,3750.01,PC
284173938,3751.01,PC
29418536,2932.01,PC
29336129,2933.01,FP
28945511,2934.01,PC
24837152,2935.01,PC
22020459,2936.01,FP
18794442,2937.01,PC
11417087,2938.01,PC
5485318,2939.01,PC
188570092,294.01,CP
5224772,2940.01,PC
4729001,2941.01,APC
3840990,2942.01,PC
3233861,2943.01,PC
340700241,2944.01,FP
286152207,2945.01,PC
302798365,2946.01,PC
374847873,2947.01,FP
357896777,2948.01,PC
357299852,2949.01,PC
318668441,3210.01,PC
323002911,3211.01,PC
316236118,3212.01,PC
314013231,3213.01,APC
312508092,3214.01,PC
307888842,3215.01,PC
306547699,3216.01,FP
309436531,3217.01,FP
305739565,3218.01,CP
305492348,3219.01,PC
198077394,322.01,PC
304950588,3220.01,FP
303883880,3221.01,FP
303686889,3222.01,PC
297668572,3223.01,PC
297457992,3224.01,PC
401952328,3225.01,PC
295233473,3226.01,PC
294385899,3227.01,PC
294365631,3228.01,PC
394672497,3485.02,PC
221861843,3486.01,PC
301160638,3487.01,APC
394570569,3488.01,PC
221785300,3489.01,PC
382474101,349.01,FP
394492339,3490.01,PC
208719443,3491.01,PC
81077799,3492.01,PC
203377303,3493.01,PC
165827520,3494.01,PC
272167060,3495.01,PC
448358913,3496.01,PC
21113347,3497.01,KP
310294189,3498.01,PC
446370039,3499.01,PC
199731190,350.01,APC
81597356,3752.01,PC
467783290,3753.01,FP
81593515,3754.01,PC
281196902,3755.01,CP
67300566,3756.01,APC
445751830,3757.01,CP
280254984,3758.01,PC
27244707,3759.01,FP
144301273,376.01,PC
440186528,3760.01,APC
275703182,3761.01,PC
9833284,3762.01,PC
432114158,3763.01,PC
275702126,3764.01,PC
432078760,3765.01,PC
9830791,3766.01,FP
274545328,3767.01,PC
268172361,3768.01,PC
327952677,295.01,KP
356206412,2950.01,PC
304025075,2951.01,FP
302527524,2952.01,PC
469184909,2953.01,FP
464328419,2954.01,PC
464326872,2955.01,PC
463508231,2956.01,PC
463469906,2957.01,PC
463203560,2958.01,FP
462162963,2959.01,FP
382463648,296.01,PC
462072242,2960.01,PC
446684383,2961.01,PC
444394183,2962.01,PC
441334829,2963.01,FP
439512298,2964.01,PC
146841337,2965.01,PC
136504576,2966.01,PC
290263093,3229.01,PC
251852984,323.01,PC
289445553,3230.01,PC
280857321,3231.01,PC
269439355,3232.01,PC
265633507,3233.01,APC
260776145,3234.01,PC
243641947,3235.01,CP
242460075,3236.01,FP
242389810,3237.01,PC
241752370,3238.01,PC
241569046,3239.01,PC
156002449,324.01,PC
241514551,3240.01,PC
241326434,3241.01,PC
209923610,3242.01,PC
209707800,3243.01,PC
208091447,3244.01,PC
203476998,3245.01,PC
443666343,3500.01,PC
443666343,3500.02,PC
98957720,3501.01,APC
452281203,3502.01,PC
459850897,3503.01,FP
117689799,3504.01,FP
390988385,3505.01,PC
102159710,3506.01,PC
86451883,3507.01,FP
278968371,3508.01,FP
244912396,3509.01,PC
228381868,351.01,KP
57753734,3510.01,PC
416368336,3511.01,APC
40779013,3512.01,FP
244487927,3513.01,PC
1870990135,3514.01,PC
198725468,3515.01,PC
428251130,3769.01,PC
139285736,377.01,FP
8621049,3770.01,APC
3364732,3771.01,PC
426319499,3772.01,PC
266772500,3773.01,PC
704012376,3774.01,PC
68850908,3775.01,PC
68388114,3776.01,APC
802227190,3777.01,PC
53307409,3778.01,PC
742648307,3779.01,PC
20892672,378.01,FP
468832904,3780.01,PC
470974162,3781.01,FP
396813816,3782.01,APC
459755750,3783.01,PC
339503267,3784.01,PC
103245940,2967.01,FP
103183399,2968.01,PC
36452991,2969.01,PC
115242351,297.01,FP
461136782,2970.01,PC
453452264,2971.01,PC
448536355,2972.01,PC
437259571,2973.01,PC
437253811,2974.01,PC
423393242,2975.01,PC
413372087,2976.01,PC
361343239,2977.01,CP
315096343,2978.01,PC
311252710,2979.01,PC
206686292,298.01,APC
289931756,2980.01,PC
287145649,2981.01,CP
211446495,2982.01,PC
168449943,2983.01,PC
179715231,3246.01,PC
167597352,3247.01,PC
165667705,3248.01,PC
159262969,3249.01,PC
66413476,325.01,PC
125424836,3250.01,PC
121194926,3251.01,PC
112037211,3252.01,PC
112037203,3253.01,FP
107506563,3254.01,PC
83395136,3255.01,PC
322901324,3256.01,PC
76505260,3257.01,FP
369789627,3258.01,PC
68523365,3259.01,PC
144336525,326.01,APC
370138999,3260.01,PC
358070912,3261.01,CP
280096473,3262.01,PC
30254887,3516.01,PC
123007594,3517.01,PC
1712954983,3518.01,PC
417129824,3519.01,PC
47423120,352.01,APC
120101789,3520.01,PC
429036977,3521.01,PC
106224627,3522.01,PC
417047499,3523.01,PC
106224626,3524.01,FP
373576942,3525.01,FP
89876424,3526.01,FP
355748785,3527.01,PC
67247610,3528.01,FP
326203952,3529.01,PC
100099031,353.01,PC
64214215,3530.01,APC
316038054,3531.01,APC
42484503,3532.01,PC
373612558,3801.01,PC
190250689,3802.01,PC
353498819,3803.01,PC
312991501,3804.01,PC
189852832,3805.01,PC
16076354,3806.01,APC
289661991,3807.01,CP
138497780,3808.01,FP
252876117,3809.01,PC
207084429,381.01,FP
239136269,3810.01,FP
138475192,3811.01,PC
239134248,3812.01,PC
4605846,3813.01,PC
155873992,3814.01,PC
149995163,3815.01,PC
102848207,3816.01,PC
168405330,2984.01,APC
168384845,2985.01,PC
148497855,2986.01,PC
141631253,2987.01,FP
105759569,2988.01,PC
97825640,2989.01,PC
156075294,299.01,PC
73433128,2990.01,PC
49046332,2991.01,PC
49045066,2992.01,PC
48768158,2993.01,PC
36718161,2994.01,PC
36381058,2995.01,PC
35855047,2996.01,PC
35652085,2997.01,PC
34737413,2998.01,PC
34505005,2999.01,FP
166697854,300.01,FP
469821652,3263.01,PC
468055102,3264.01,PC
466167563,3265.01,PC
451566438,3266.01,PC
410372968,3267.01,PC
410358456,3268.01,PC
410314178,3269.01,PC
206669860,327.01,PC
407922734,3270.01,PC
406236094,3271.01,PC
388280249,3272.01,PC
372443687,3273.01,PC
360822008,3274.01,PC
325275736,3275.01,PC
320327056,3276.01,PC
319568619,3277.01,PC
304130406,3278.01,PC
179987678,3279.01,PC
139357541,328.01,PC
313408643,3533.01,PC
27916356,3534.01,KP
304514922,3535.01,PC
27844066,3536.01,FP
294599100,3537.01,FP
27459498,3538.01,PC
294594423,3539.01,PC
100097716,354.01,APC
17865622,3540.01,CP
291147951,3541.01,FP
16187321,3542.01,FP
275887811,3543.01,PC
15460993,3544.01,PC
274641986,3545.01,PC
13424053,3546.01,PC
274075364,3547.01,PC
271167979,3548.01,FP
269269740,3549.01,FP
183593642,355.01,APC
356539624,3833.01,APC
355953198,3834.01,PC
330795142,3835.01,PC
900240532,3836.01,PC
308073360,3837.01,CP
307915084,3838.01,APC
298074043,3839.01,PC
155995204,384.01,FP
287231664,3840.01,PC
252474634,3841.01,PC
165985431,3842.01,PC
841226527,3843.01,FP
165885558,3844.01,APC
156816238,3845.01,FP
149918151,3846.01,KP
149917086,3847.01,PC
147994863,3848.01,PC
147890655,3849.01,PC
300810086,385.01,FP
23435610,3000.01,PC
468977648,3001.01,FP
402053027,3002.01,PC
400762242,3003.01,PC
400395395,3004.01,FP
386297468,3005.01,FP
386161311,3006.01,PC
384034837,3007.01,PC
383666033,3008.01,FP
357634632,3009.01,PC
144301052,301.01,PC
357202877,3010.01,PC
356461227,3011.01,FP
437560683,3012.01,PC
383949205,3013.01,PC
383806208,3014.01,PC
357801293,3015.01,PC
356200601,3016.01,PC
122418622,3017.01,PC
290302491,3280.01,PC
254142310,3281.01,PC
219924802,3282.01,APC
201660996,3283.01,PC
166220082,3284.01,PC
114181798,3285.01,PC
113648563,3286.01,PC
113117112,3287.01,PC
79920467,3288.01,PC
31786438,3289.01,PC
169765334,329.01,CP
31697707,3290.01,FP
464593883,3291.01,PC
464481762,3292.01,PC
464445045,3293.01,PC
464280516,3294.01,PC
456574511,3295.01,PC
456560485,3296.01,PC
451538240,3297.01,PC
248058363,3550.01,PC
247283596,3551.01,PC
247283054,3552.01,APC
239628993,3553.01,PC
239585909,3554.01,PC
233415701,3555.01,PC
230840853,3556.01,APC
271042173,3557.01,FP
195750008,3558.01,PC
184468386,3559.01,PC
369336146,356.01,PC
184295571,3560.01,PC
172754786,3561.01,FP
193708920,3562.01,FP
169461816,3563.01,KP
193482096,3564.01,PC
1965256662,3565.01,FP
169187982,3566.01,FP
458419328,3785.01,CP
321250206,3786.01,APC
457104362,3787.01,PC
312811620,3788.01,PC
453410966,3789.01,PC
220396259,379.01,FP
29117085,3790.01,FP
400432230,3791.01,PC
453348525,3792.01,APC
29105766,3793.01,PC
416539317,3794.01,FA
253030300,3795.01,FP
393251073,3796.01,FP
252912175,3797.01,PC
22683951,3798.01,PC
373614579,3799.01,FP
100014359,380.01,PC
21291176,3800.01,PC
45684223,3018.01,FP
45296362,3019.01,PC
229111835,302.01,PC
45191604,3020.01,PC
45054849,3021.01,PC
287721202,3022.01,PC
454248975,3023.01,CP
452576848,3024.01,PC
452464529,3025.01,PC
449491381,3026.01,PC
282091492,3027.01,PC
467955232,3028.01,PC
465540915,3029.01,PC
145750719,303.01,KP
465275307,3030.01,PC
460686828,3031.01,PC
401283491,3032.01,PC
398725538,3033.01,APC
391645374,3034.01,PC
390444761,3035.01,PC
407772585,3298.01,PC
390723664,3299.01,PC
27966179,330.01,PC
384299730,3300.01,PC
384016413,3301.01,PC
383299778,3302.01,APC
381982417,3303.01,PC
381789320,3304.01,PC
380775661,3305.01,PC
369861731,3306.01,FP
369861728,3307.01,PC
365554300,3308.01,APC
365021641,3309.01,PC
262531275,331.01,FP
364072092,3310.01,PC
337274055,3311.01,FP
332314607,3312.01,PC
327210623,3313.01,FP
315398848,3314.01,PC
452658846,3567.01,PC
160390955,3568.01,CP
436314778,3569.01,PC
220016044,357.01,FP
136122328,3570.01,PC
2010186093,3571.01,PC
1976308113,3572.01,FP
407905370,3573.01,PC
407694390,3574.01,PC
407658979,3575.01,PC
405897415,3576.01,PC
396133015,3577.01,CP
358186451,3578.01,FP
316606244,3579.01,FP
321982642,358.01,PC
305478010,3580.01,FP
295413003,3581.01,FP
290308758,3582.01,PC
289895191,3583.01,PC
99572130,3817.01,PC
99097200,3818.01,PC
95660472,3819.01,CP
229091748,382.01,FP
95234976,3820.01,PC
88485645,3821.01,PC
88385463,3822.01,PC
81212289,3823.01,APC
71134735,3824.01,FA
39077574,3825.01,FP
9346507,3826.01,APC
8677530,3827.01,FA
841226526,3828.01,PC
801354155,3829.01,PC
167418898,383.01,FP
445807396,3830.01,PC
393853275,3831.01,PC
356736743,3832.01,PC
390157607,3036.01,FP
376209245,3037.01,PC
376036292,3038.01,PC
373033374,3039.01,PC
262530873,304.01,FP
372596795,3040.01,PC
371864043,3041.01,PC
361219651,3042.01,PC
360706000,3043.01,PC
357538688,3044.01,FP
344568128,3045.01,PC
323966987,3046.01,PC
316652224,3047.01,PC
304426002,3048.01,PC
303867090,3049.01,FP
102030574,305.01,PC
302003748,3050.01,PC
288224503,3051.01,PC
287584141,3052.01,PC
312030014,3315.01,PC
311565540,3316.01,PC
311292015,3317.01,PC
310854881,3318.01,PC
310267134,3319.01,FP
139285832,332.01,CP
307320565,3320.01,PC
306648160,3321.01,CP
306357884,3322.01,APC
305512837,3323.01,FP
304695574,3324.01,PC
303617735,3325.01,PC
301455423,3326.01,PC
292477426,3327.01,PC
276647494,3328.01,PC
256158543,3329.01,PC
224245334,333.01,CP
255768108,3330.01,PC
194795551,3331.01,CP
289100911,3584.01,PC
287591638,3585.01,PC
286080865,3586.01,PC
267373896,3587.01,PC
265242905,3588.01,PC
260761464,3589.01,PC
80432617,359.01,PC
236638487,3590.01,APC
190479710,3591.01,PC
162387333,3592.01,PC
162289289,3593.01,PC
162179096,3594.01,PC
440113053,3595.01,KP
352690548,3596.01,PC
267650535,3597.01,KP
352469839,3598.01,PC
194461202,3599.01,PC
13023738,360.01,FP
343726435,3600.01,PC
302766000,2784.01,FP
300204369,2785.01,PC
281987399,2786.01,PC
270677031,2787.01,PC
255756918,2788.01,PC
251209368,2789.01,FP
122613513,279.01,PC
247518629,2790.01,PC
237406657,2791.01,PC
237362186,2792.01,PC
235077268,2793.01,PC
232139628,2794.01,PC
232052748,2795.01,PC
220076110,2796.01,CP
206897186,2797.01,PC
160347548,2798.01,PC
156887426,2799.01,PC
42054565,280.01,PC
147804034,2800.01,PC
269859655,3053.01,PC
267712001,3054.01,PC
160522555,3055.01,PC
67798337,3056.01,PC
67622702,3057.01,APC
464711858,3058.01,PC
464067218,3059.01,FP
114749636,306.01,KP
463681005,3060.01,FP
463590116,3061.01,PC
463343283,3062.01,PC
463103749,3063.01,PC
463070290,3064.01,PC
462135459,3065.01,PC
461968320,3066.01,PC
459157691,3067.01,APC
458995583,3068.01,PC
457268255,3069.01,PC
9100874,307.01,PC
194179013,3332.01,FP
193782529,3333.01,PC
160930264,3334.01,PC
120033290,3335.01,PC
119950057,3336.01,PC
119089245,3337.01,PC
86419190,3338.01,PC
86021841,3339.01,PC
233964642,334.01,APC
76761591,3340.01,APC
75919790,3341.01,PC
75076261,3342.01,PC
58046864,3343.01,FP
57093805,3344.01,PC
21997420,3345.01,PC
6404965,3346.01,PC
131581531,3347.01,FP
131347421,3348.01,PC
50909831,3349.01,APC
41865539,335.01,FP
191202679,3601.01,PC
331146317,3602.01,PC
13961554,3603.01,PC
330135981,3604.01,PC
329373799,3605.01,PC
315907220,3606.01,PC
277505161,3607.01,PC
267867517,3608.01,FP
267861788,3609.01,PC
144276942,361.01,APC
267484653,3610.01,FP
252549844,3611.01,PC
233948455,3612.01,KP
233795794,3613.01,PC
233831759,3614.01,FA
173711153,3615.01,PC
173298412,3616.01,PC
173176491,3617.01,PC
65981892,3618.01,PC
140287227,2801.01,PC
139444326,2802.01,PC
124379043,2803.01,CP
44764338,2804.01,PC
5024743,2805.01,FP
193220940,2806.01,PC
11936042,2807.01,PC
192988021,2808.01,PC
45655786,2809.01,PC
38696105,281.01,PC
80682484,2810.01,PC
78775584,2811.01,FP
105801221,2812.01,FP
133427311,2813.01,PC
268187322,2814.01,PC
306663205,2815.01,PC
131581522,2816.01,FP
285526706,2817.01,PC
452049244,3070.01,PC
452006073,3071.01,CP
451084885,3072.01,PC
448744179,3073.01,PC
447976172,3074.01,PC
447891218,3075.01,PC
447593267,3076.01,PC
443341002,3077.01,PC
443042089,3078.01,FP
441444262,3079.01,PC
281710229,308.01,APC
439926641,3080.01,PC
432467894,3081.01,PC
428699140,3082.01,CP
405620289,3083.01,PC
397423462,3084.01,PC
376740324,3085.01,FP
374158843,3086.01,PC
364427226,3087.01,PC
362607799,3088.01,PC
4959676,3350.01,PC
941340744,3351.01,PC
33840683,3352.01,PC
391903064,3353.01,CP
391903064,3353.02,PC
260367888,3354.01,PC
382045742,3355.01,PC
229138584,3356.01,PC
412259468,3357.01,FP
146244533,3358.01,FP
360714300,3359.01,PC
55452495,336.01,FP
342343963,3360.01,APC
440324561,3361.01,APC
464300749,3362.01,CP
385858569,3363.01,PC
280655495,3364.01,CP
64938667,3619.01,PC
305048116,362.01,PC
620780629,3620.01,PC
435861696,3621.01,FP
432761635,3622.01,PC
422881018,3623.01,PC
414922696,3624.01,PC
1980725947,3625.01,PC
398912927,3626.01,FP
1979500576,3627.01,FP
238624131,3628.01,PC
455784423,3629.01,CP
262530780,363.01,APC
189380158,3630.01,KP
429414530,3631.01,FP
186292194,3632.01,PC
429218084,3633.01,PC
80478272,3634.01,FP
428003305,3635.01,PC
151483286,2818.01,CP
387275908,2819.01,APC
29781292,282.01,CP
29781292,282.02,FA
29781292,282.03,CP
29781292,282.04,CP
130948731,2820.01,PC
281489322,2821.01,PC
130349701,2822.01,PC
271035369,2823.01,PC
128135100,2824.01,PC
268496304,2825.01,PC
123462119,2826.01,PC
440775339,2827.01,PC
268042363,2828.01,FP
114103134,2829.01,FP
382626661,283.01,CP
347715478,3089.01,PC
228507250,309.01,PC
309913305,3090.01,PC
306255021,3091.01,PC
274911536,3092.01,PC
272885406,3093.01,PC
272645619,3094.01,PC
270075071,3095.01,PC
229465678,3096.01,PC
163262555,3097.01,PC
163260812,3098.01,PC
163030461,3099.01,PC
175477257,310.01,PC
162620529,3100.01,PC
157213708,3101.01,PC
147092818,3102.01,PC
133129971,3103.01,PC
132963419,3104.01,PC
124454726,3105.01,PC
34297761,3365.01,PC
220547837,3366.01,PC
131730580,3367.01,PC
131419624,3368.01,PC
190981760,3369.01,FP
155986102,337.01,FP
131250246,3370.01,PC
186470510,3371.01,PC
131036011,3372.01,FP
186459119,3373.01,PC
131025778,3374.01,PC
185482513,3375.01,FP
130797885,3376.01,PC
184670625,3377.01,FP
133655284,3378.01,PC
130191319,3379.01,FP
116156517,338.01,KP
176148945,3380.01,APC
129881395,3381.01,FP
61205803,3636.01,KP
370981403,3637.01,PC
47094691,3638.01,PC
365447203,3639.01,PC
47425697,364.01,PC
200917197,3640.01,PC
192878624,3641.01,PC
186614891,3642.01,PC
453230066,3643.01,FP
445496795,3644.01,PC
184733148,3645.01,PC
445407434,3646.01,PC
149855074,3647.01,PC
433144048,3648.01,PC
139559780,3649.01,PC
118586896,365.01,APC
139507260,3650.01,PC
415976665,3651.01,PC
116848450,3652.01,PC
307456716,2830.01,APC
259165246,2831.01,PC
107340585,2832.01,PC
238335094,2833.01,PC
238335094,2833.02,PC
156172268,2834.01,PC
98286422,2835.01,FP
144628120,2836.01,PC
238020894,2837.01,APC
81231810,2838.01,FP
182470056,2839.01,FP
277103955,284.01,FP
178577607,2840.01,PC
79930628,2841.01,PC
178162579,2842.01,CP
79030066,2843.01,PC
387342052,2844.01,CP
177612321,2845.01,FP
66151343,2846.01,PC
124453339,3106.01,PC
124174267,3107.01,PC
124146529,3108.01,PC
120723776,3109.01,FP
434105231,311.01,APC
104022675,3110.01,FP
103832313,3111.01,PC
98662211,3112.01,PC
94346376,3113.01,PC
94011343,3114.01,PC
93093765,3115.01,PC
80778619,3116.01,PC
73082014,3117.01,PC
58461209,3118.01,PC
57793060,3119.01,PC
180145006,312.01,APC
22384839,3120.01,PC
14715294,3121.01,PC
61117473,3122.01,FP
13737885,3382.01,PC
175317833,3383.01,PC
118603213,3384.01,PC
175079720,3385.01,FP
174426662,3386.01,PC
118072143,3387.01,PC
173860688,3388.01,FP
419419534,3389.01,FP
69838258,339.01,FP
96055535,3390.01,APC
173824688,3391.01,PC
80174172,3392.01,FP
173260345,3393.01,PC
59536337,3394.01,PC
170405772,3395.01,PC
56630436,3396.01,PC
154616309,3397.01,PC
46999289,3398.01,PC
153197346,3399.01,FP
410552165,3653.01,PC
396556650,3654.01,APC
94609570,3655.01,APC
77258279,3656.01,PC
381544766,3657.01,PC
71854732,3658.01,FP
374778982,3659.01,FP
251878904,366.01,PC
67517533,3660.01,PC
370123525,3661.01,PC
65446983,3662.01,PC
354151219,3663.01,FP
348437470,3664.01,PC
65440953,3665.01,PC
346626688,3666.01,KP
63717709,3667.01,PC
467580267,3668.01,PC
63470437,3669.01,PC
9033144,367.01,FP
175604949,2847.01,PC
285524410,2848.01,FP
61687533,2849.01,PC
220459976,285.01,PC
453105377,2850.01,PC
174206540,2851.01,PC
52869977,2852.01,PC
173818213,2853.01,PC
50989813,2854.01,PC
437156845,2855.01,FP
172630205,2856.01,FP
419148828,2857.01,APC
47587394,2858.01,PC
157655504,2859.01,PC
150030205,286.01,CP
150030205,286.02,CP
419029830,2860.01,PC
157572174,2861.01,PC
231937059,2862.01,PC
60768923,3123.01,APC
454918388,3124.01,PC
160023,3125.01,PC
454876465,3126.01,PC
17361,3127.01,APC
453677947,3128.01,PC
4711,3129.01,PC
9102327,313.01,FP
453396346,3130.01,PC
2876,3131.01,PC
448923766,3132.01,PC
448775221,3133.01,PC
448688668,3134.01,PC
448098793,3135.01,PC
418471796,3136.01,PC
395514100,3137.01,PC
270347814,3138.01,PC
48661942,3139.01,PC
316769613,314.01,PC
80439101,340.01,PC
437215469,3400.01,PC
26051436,3401.01,PC
152685831,3402.01,FP
133107143,3403.01,PC
18795429,3404.01,PC
152326573,3405.01,PC
410159011,3406.01,PC
152005053,3407.01,PC
7904580,3408.01,FP
405485201,3409.01,PC
33911302,341.01,PC
238012337,3410.01,PC
150424946,3411.01,PC
396794358,3412.01,PC
149745822,3413.01,PC
131348451,3414.01,PC
386456916,3415.01,PC
145910571,3416.01,PC
331854794,3670.01,PC
312345863,3671.01,PC
50943163,3672.01,FP
452964680,3673.01,PC
308613965,3674.01,PC
34646336,3675.01,PC
302470965,3676.01,PC
458876004,3677.01,FP
34551972,3678.01,FP
285354178,3679.01,PC
77031413,368.01,FP
311703724,3680.01,APC
285272237,3681.01,KP
28961316,3682.01,PC
264912889,3683.01,PC
28873762,3684.01,FP
252118701,3685.01,PC
13533330,3686.01,PC
412257781,2863.01,FP
157011920,2864.01,PC
231337271,2865.01,PC
409896170,2866.01,PC
156949982,2867.01,PC
147857396,2868.01,PC
409264172,2869.01,PC
2758565,287.01,PC
14709225,2870.01,PC
155807906,2871.01,FP
151930063,2872.01,FP
119448220,2873.01,PC
123106490,2874.01,FP
385658469,2875.01,PC
10827386,2876.01,PC
348477542,2877.01,PC
4999813,2878.01,FP
146836153,2879.01,FP
47316976,288.01,PC
382419744,4193.01,PC
299176311,4194.01,APC
67598139,4195.01,PC
67566164,4196.01,PC
332579116,4197.01,PC
459913687,4198.01,PC
220144363,4199.01,PC
408159788,420.01,FP
53593542,4200.01,PC
95057860,4201.01,CP
237603062,4202.01,PC
72494421,4203.01,PC
158697949,4204.01,PC
280645209,4205.01,PC
281242007,4206.01,PC
37242226,4207.01,FP
280304556,4208.01,PC
200090347,4209.01,PC
94986319,421.01,CP
198610218,4432.01,APC
158551257,4433.01,FP
63452790,4434.01,KP
122596693,4435.01,KP
420268415,4436.01,PC
237205154,4437.01,PC
22233480,4438.01,CP
267545252,4439.01,PC
179034327,444.01,CP
164786087,4440.01,KP
23982469,4441.01,PC
446158352,4442.01,PC
158241252,4443.01,CP
158241252,4443.02,PC
158167408,4444.01,PC
158388163,4445.01,KP
434110695,4657.01,PC
224279091,4658.01,PC
178215634,4659.01,PC
4616072,466.01,KP
435259601,4660.01,PC
441135051,4661.01,PC
166778944,4662.01,PC
237358490,4663.01,PC
299551666,4664.01,PC
165201455,4665.01,PC
165202476,4666.01,CP
422884521,4667.01,PC
142938659,4668.01,FP
71401634,4669.01,FP
20178111,467.01,FP
404506270,4670.01,PC
439873430,4671.01,PC
332911893,4672.01,PC
118573065,4673.01,PC
320503729,3953.01,PC
316453500,3954.01,PC
314375831,3955.01,PC
309849817,3956.01,PC
305550963,3957.01,FP
279383896,3958.01,PC
275421144,3959.01,PC
178155732,396.01,CP
178155732,396.02,CP
178155732,396.03,CP
272785423,3960.01,PC
272219353,3961.01,PC
271761420,3962.01,PC
271439193,3963.01,FP
270435047,3964.01,FA
269043098,3965.01,PC
262880826,3966.01,APC
256867493,3967.01,PC
252071095,3968.01,APC
94986319,421.02,CP
409315469,4210.01,APC
385654601,4211.01,PC
126864892,4212.01,APC
32408928,4213.01,FP
409594381,4214.01,PC
7274938,4215.01,PC
187861378,4216.01,FP
108939482,4217.01,FP
142628514,4218.01,PC
114103136,4219.01,FP
117979455,422.01,APC
346995484,4220.01,PC
334252687,4221.01,PC
318054782,4222.01,FP
157088184,4223.01,PC
148667071,4224.01,PC
141405814,4225.01,FP
127328218,4226.01,PC
137899948,4446.01,KP
153937417,4447.01,PC
138359318,4448.01,KP
322046084,4449.01,PC
14091704,445.01,PC
373017346,4450.01,PC
23229805,4451.01,PC
229581160,4452.01,PC
243333538,4453.01,FP
48217457,4454.01,KP
138644215,4455.01,KP
27774415,4456.01,KP
299220166,4457.01,KP
229671380,4458.01,PC
230129753,4459.01,PC
1449640,446.01,APC
461635621,4460.01,PC
89062142,4674.01,PC
279095914,4675.01,PC
219225319,4676.01,PC
100974694,4677.01,PC
206717400,4678.01,PC
283605976,4679.01,PC
33521996,468.01,KP
31258738,4680.01,PC
248689510,4681.01,PC
449197624,4682.01,FP
264460005,4683.01,FP
399757537,4684.01,PC
431693152,4685.01,PC
316875094,4686.01,PC
302759417,4687.01,PC
245793479,4688.01,PC
396935099,4689.01,PC
33692729,469.01,CP
455033897,4690.01,APC
252049912,3969.01,PC
219379012,397.01,FP
237221436,3970.01,PC
237077180,3971.01,PC
284206913,3972.01,PC
233654042,3973.01,PC
156007004,3974.01,PC
155947004,3975.01,FP
154293917,3976.01,CP
116382006,3977.01,PC
468329664,3978.01,PC
444523623,3979.01,FP
1129033,398.01,KP
312548829,3980.01,PC
312548415,3981.01,FP
25773352,3982.01,PC
20303110,3983.01,FA
20182780,3984.01,CP
604863428,3985.01,FP
99081059,4227.01,PC
415143674,4228.01,PC
319282294,4229.01,FP
43647325,423.01,KP
128127712,4230.01,PC
127895118,4231.01,PC
126357909,4232.01,FP
113295476,4233.01,FP
81055189,4234.01,PC
157528286,4235.01,FP
36227841,4236.01,PC
30825828,4237.01,PC
24615998,4238.01,PC
22121296,4239.01,PC
117979694,424.01,FP
19547831,4240.01,PC
4102368,4241.01,PC
445582110,4242.01,PC
149282072,4461.01,FP
76420654,4462.01,CP
8599009,4463.01,CP
441589581,4464.01,PC
157236902,4465.01,CP
268604331,4466.01,KP
48506505,4467.01,KP
441763252,4468.01,PC
441763252,4468.02,PC
75262942,4469.01,KP
14091633,447.01,APC
256364928,4470.01,KP
27318774,4471.01,KP
63211674,4472.01,KP
122441491,4473.01,KP
264508014,4474.01,KP
159098316,4475.01,KP
200321577,4691.01,PC
153723304,4692.01,PC
117843365,4693.01,APC
50745119,4694.01,PC
139550876,4695.01,PC
243011228,4696.01,PC
250189842,4697.01,PC
411781649,4698.01,PC
34395020,4699.01,PC
37770169,470.01,CP
468911753,4700.01,APC
9344899,4701.01,PC
248690688,4702.01,PC
293514367,4703.01,PC
455030519,4704.01,APC
436637677,4705.01,PC
37117064,4706.01,PC
322825139,4707.01,PC
232194097,4708.01,PC
470911286,3986.01,FP
452972453,3987.01,FA
452938965,3988.01,PC
444413256,3989.01,FP
219388773,399.01,FP
420446142,3990.01,FP
418133917,3991.01,PC
403347341,3992.01,PC
403340402,3993.01,PC
372505528,3994.01,FP
347210614,3995.01,APC
347011522,3996.01,FP
327004130,3997.01,PC
320281287,3998.01,PC
284528889,3999.01,FP
35857242,400.01,KP
283015592,4000.01,FP
83148519,4001.01,PC
83053699,4002.01,FP
400683848,4243.01,PC
393340920,4244.01,PC
52928939,4245.01,PC
291465998,4246.01,PC
286153328,4247.01,PC
190986054,4248.01,PC
269568703,4249.01,PC
169532369,425.01,FP
269249506,4250.01,PC
192520375,4251.01,FP
145038729,4252.01,PC
145249556,4253.01,PC
