hostname,pl_name,ra,dec,st_rad,st_teff,st_mass
2MASS J11011926-7732383,2MASS J11011926-7732383 b,165.3295388,-77.5440912,,,
HD 18015,HD 18015 b,43.3636339,-8.8480392,3.13,5603.0,1.49
TOI-2019,TOI-2019 b,234.4317651,48.955206,1.7457,5626.0,1.1832
Kepler-161,Kepler-161 b,290.5164698,43.0838642,0.806,5078.0,0.853
Kepler-75,Kepler-75 b,291.1376203,36.5773443,0.89,5200.0,0.91
HD 30562,HD 30562 b,72.1529519,-5.6751152,1.61,5882.0,1.12
Kepler-292,Kepler-292 e,295.7661979,42.4242822,0.826,5299.0,0.865
Kepler-981,Kepler-981 b,289.2489051,47.6501141,0.96,5718.0,0.98
Kepler-176,Kepler-176 b,294.6679021,43.8532104,0.891,5232.0,0.86
Kepler-726,Kepler-726 b,291.7172776,44.8873466,0.85,5452.0,0.88
Kepler-594,Kepler-594 b,288.9217259,49.7620237,0.87,5485.0,0.91
HD 180617,HD 180617 b,289.2277322,5.1631615,0.481,3534.0,0.484
Kepler-238,Kepler-238 d,287.8971066,40.6378141,1.43,5751.0,1.229
HD 142022 A,HD 142022 A b,242.5481731,-84.2317494,1.04,5421.0,0.9
Kepler-404,Kepler-404 c,286.3985796,45.3435241,0.884,5654.0,0.86
Ross 128,Ross 128 b,176.9376036,0.7992898,0.1967,3192.0,0.168
Kepler-1936,Kepler-1936 b,290.7300141,44.836128,1.854,6501.0,1.419
HD 216435,HD 216435 b,343.4094703,-48.5986332,1.800029,5999.0,1.3
Kepler-1211,Kepler-1211 b,285.7207618,40.8569116,0.94,5705.0,0.96
Kepler-224,Kepler-224 e,290.9342679,47.3575414,0.676,5018.0,0.777
TIC 445839811,TIC 445839811 b,200.1188173,48.4072699,0.850041,5408.25,0.95
Kepler-1759,Kepler-1759 b,298.4656275,48.5593334,0.797,5017.0,0.76
Kepler-1215,Kepler-1215 b,297.4636477,48.1813978,0.93,5616.0,0.95
HIP 14810,HIP 14810 d,47.809275,21.0971302,1.07,5544.0,1.01
Kepler-716,Kepler-716 b,290.3931809,43.3638577,0.78,5099.0,0.83
HAT-P-4,HAT-P-4 b,229.99122,36.229545,1.596,5860.0,1.248
TOI-1691,TOI-1691 b,272.4041179,86.860343,1.0,5759.0,1.03
Kepler-1045,Kepler-1045 b,284.1832668,45.0740897,0.82,5301.0,0.86
HD 158259,HD 158259 c,261.3495847,52.7904721,1.21,5801.89,1.08
WASP-144,WASP-144 b,320.7628761,-40.0484393,0.81,5200.0,0.81
TIC 139702105,TIC 139702105 b,66.498034,-18.214545,1.25423,5742.35,0.9
HATS-68,HATS-68 b,15.006077,-58.9047242,1.748,6147.0,1.351
Kepler-170,Kepler-170 b,284.5211975,41.6296562,1.035,5679.0,1.066
WASP-88,WASP-88 b,309.5112337,-48.4620833,1.8,6430.0,0.94
Kepler-357,Kepler-357 c,291.2429746,44.0086337,0.834,5036.0,0.794
Kepler-312,Kepler-312 c,298.3957687,42.4597712,1.467,6115.0,1.314
Kepler-744,Kepler-744 b,296.4960493,47.1827848,0.93,5594.0,0.94
TIC 437041147,TIC 437041147 b,132.9480195,6.7648369,0.961092,5224.36,0.931
Kepler-1167,Kepler-1167 b,298.3026595,47.6939654,0.75,4971.0,0.79
Kepler-1987,Kepler-1987 b,295.8254663,42.9433716,0.714,4769.0,0.799
Kepler-28,Kepler-28 c,292.1370409,42.4294835,0.664,4499.3,0.684
Kepler-173,Kepler-173 c,294.6466171,41.8840952,0.949,6031.0,1.067
GJ 676 A,GJ 676 A b,262.5448903,-51.6377777,0.69,3734.0,0.626
Kepler-127,Kepler-127 c,285.1899439,46.0280596,1.359,6106.0,1.248
TOI-2458,TOI-2458 c,79.621529,1.253439,1.31,6005.0,1.05
HD 22532,HD 22532 b,53.8148478,-49.4172669,5.69,5038.0,1.57
HD 115404 A,HD 115404 A b,199.2155793,17.0160384,0.727007,5019.17,0.83
Kepler-661,Kepler-661 b,283.7107463,47.8631748,0.67,4483.0,0.7
Kepler-381,Kepler-381 d,285.1828685,43.8310283,2.188,6197.0,1.198
Kepler-1739,Kepler-1739 b,296.2320536,47.6788626,0.762,5757.0,0.865
Kepler-1254,Kepler-1254 d,285.1733174,48.7700099,0.75,4985.0,0.78
K2-45,K2-45 b,169.6327547,-1.7740582,0.445,4103.0,0.503
XO-2 S,XO-2 S b,117.0309753,50.2169068,1.02,5325.0,0.98
OGLE-TR-56,OGLE-TR-56 b,269.1479583,-29.5392222,1.363,6050.0,1.228
91 Aqr,91 Aqr b,348.9745031,-9.0878076,11.0,4665.0,1.4
K2-405,K2-405 b,164.3759959,12.535614,0.765,4927.0,1.034
HD 109246,HD 109246 b,188.027184,74.4893379,1.07,5844.0,1.2
TOI-4515,TOI-4515 b,21.1861778,21.5130638,0.86,5433.0,0.949
Oph 11,Oph 11 b,245.604961,-24.0872219,0.232692,2375.0,0.016
Kepler-96,Kepler-96 b,297.0698263,40.5252039,1.02,5690.0,1.0
Kepler-180,Kepler-180 b,295.5712566,49.774514,1.063,5731.0,0.95
NGTS-6,NGTS-6 b,75.795382,-30.3994612,0.754,4730.0,0.767
Kepler-1756,Kepler-1756 b,294.364904,40.7208898,0.812,4915.0,0.781
Kepler-1064,Kepler-1064 b,291.7415821,37.6888103,0.79,5153.0,0.85
NN Ser,NN Ser d,238.2337015,12.9120871,,57000.0,0.535
Kepler-1146,Kepler-1146 b,286.716712,47.425658,0.7,4692.0,0.74
Kepler-667,Kepler-667 b,295.5549918,49.0172956,0.87,5327.0,0.91
Kepler-772,Kepler-772 b,291.423582,38.2165603,1.11,5714.0,0.98
HD 93385,HD 93385 d,161.5627065,-41.464604,1.18484,5977.0,1.04
Kepler-1921,Kepler-1921 c,300.3161723,45.4953271,2.0,6120.0,1.251
K2-390,K2-390 b,355.702386,-9.5887124,0.966,5558.0,0.789
K2-369,K2-369 b,329.7262534,-10.8750666,0.881,5682.0,0.735
Kepler-1056,Kepler-1056 b,299.5259832,46.8992561,1.2,6127.0,1.12
Kepler-1554,Kepler-1554 b,286.576016,41.7415762,0.81,5297.0,0.84
Kepler-234,Kepler-234 c,291.6535379,38.4946597,1.113,6224.0,1.129
WASP-13,WASP-13 b,140.1029654,33.8823291,1.37,5950.0,0.72
Kepler-1963,Kepler-1963 b,296.5875182,47.207129,0.979,5726.0,0.915
NGTS-33,NGTS-33 b,107.8333348,-35.8505185,1.47,7437.0,1.6
Kepler-310,Kepler-310 d,288.839278,46.9867472,0.876,5797.0,0.854
Kepler-161,Kepler-161 c,290.5164698,43.0838642,0.806,5078.0,0.853
Kepler-1169,Kepler-1169 b,294.9115874,46.4914718,1.23,6191.0,1.24
Kepler-879,Kepler-879 c,295.8065515,50.9097521,1.022,5456.75,0.974
Kepler-784,Kepler-784 c,295.9206663,47.4486164,1.487,5676.0,1.016
Kepler-149,Kepler-149 c,285.8537014,38.3840916,0.953,5381.0,1.013
Kepler-1458,Kepler-1458 b,283.2115971,41.0380135,0.94,5653.0,0.96
Kepler-1935,Kepler-1935 b,296.4037783,39.7227036,0.899,5570.0,0.845
Kepler-920,Kepler-920 c,284.2969363,49.1585983,0.85,5403.0,0.89
Kepler-1864,Kepler-1864 b,289.6867653,41.5889178,0.979,5854.0,1.03
K2-110,K2-110 b,207.3497402,-12.2849182,0.713,5010.0,0.738
Kepler-1110,Kepler-1110 b,291.8080645,38.6226615,0.7,4781.0,0.73
Kepler-960,Kepler-960 b,281.4572217,46.7465538,0.72,4755.0,0.77
Kepler-348,Kepler-348 b,297.2550814,40.5483883,1.359,6177.0,1.189
Kepler-1533,Kepler-1533 b,295.9755645,44.7133739,1.51,6431.0,1.31
Kepler-129,Kepler-129 c,285.3111845,47.8484775,1.653,5770.0,1.178
HD 80653,K2-312 c,140.3390845,14.3678691,1.22,5959.0,1.18
Kepler-880,Kepler-880 b,281.9712347,43.6727839,1.74,6761.0,1.46
Kepler-1189,Kepler-1189 b,298.4264116,47.9468194,1.16,6012.0,1.11
TIC 62895484,TIC 62895484 b,116.6385519,22.5903733,0.874291,5520.79,0.98
Kepler-313,Kepler-313 c,298.2948708,48.7754,1.536,5727.0,1.114
TOI-4342,TOI-4342 c,324.3894196,-77.9791468,0.598,3866.0,0.587
HD 20003,HD 20003 b,46.9090081,-72.3219221,0.921637,5494.0,0.875
OGLE-TR-182,OGLE-TR-182 b,167.3279228,-61.0952624,1.14,5924.0,1.14
Kepler-1374,Kepler-1374 b,291.3499783,45.1722521,0.81,5323.0,0.85
Kepler-215,Kepler-215 e,294.9735313,45.2136867,1.027,5739.0,0.788
Kepler-1942,Kepler-1942 b,294.9805416,44.4252384,0.797,5834.0,0.852
Kepler-417,Kepler-417 b,293.8241813,42.779648,0.806,5177.0,0.9
Kepler-193,Kepler-193 b,296.4985951,46.5772484,1.147,6335.0,1.051
GJ 9773,GJ 9773 b,333.1502333,8.5503355,0.362,3528.0,0.358
Kepler-549,Kepler-549 c,283.0228527,47.2611431,0.84,5360.0,0.88
Kepler-327,Kepler-327 c,292.6422963,44.0876251,0.492,3799.0,0.591913
NGTS-27,NGTS-27 b,206.0265266,-32.5229747,1.77,5700.0,1.07
Kepler-1600,Kepler-1600 b,291.3993802,38.7877563,0.82,5214.0,0.86
HD 24064,HD 24064 b,59.1510071,74.0800789,40.0,4052.0,1.61
FU Tau,FU Tau b,65.8974962,25.0506711,,2838.0,0.05
GJ 251,GJ 251 b,103.7002499,33.2664632,0.36,3342.0,0.35
Kepler-340,Kepler-340 b,295.933471,40.3005515,1.85,6620.0,1.65
Kepler-299,Kepler-299 b,283.2070156,48.5805222,1.032,5617.0,1.004
Kepler-228,Kepler-228 d,296.2860853,48.2246328,1.014,6043.0,1.006
HD 96992,HD 96992 b,167.5966158,43.9189897,7.43,4725.0,0.96
Kepler-1419,Kepler-1419 b,292.2545917,37.971376,1.01,5796.0,1.01
KOI-142,KOI-142 c,291.1481028,40.669413,0.897,5466.0,0.99
HD 33844,HD 33844 c,78.1505649,-14.9509775,5.29,4861.0,1.78
DP Leo,DP Leo b,169.3162193,17.9615717,0.0115,13500.0,0.69
Kepler-235,Kepler-235 d,286.0790779,39.278237,0.554,4255.0,0.581
Kepler-202,Kepler-202 b,282.9734874,41.3217991,0.667,4668.0,0.683
Kepler-1624,Kepler-1624 b,292.5798564,37.3762616,0.552,3768.0,0.541
K2-271,K2-271 b,125.2239144,16.0907958,0.99,5644.0,0.83
Kepler-1752,Kepler-1752 b,290.8541401,51.2227435,0.821,5446.0,0.824
Kepler-1289,Kepler-1289 b,296.388767,41.040509,1.17,6080.0,1.1
Kepler-963,Kepler-963 c,296.7529742,45.0411049,0.928,5169.47,0.821
K2-415,K2-415 b,137.2015437,11.8622503,0.1965,3173.0,0.1635
Kepler-1007,Kepler-1007 b,295.9065297,45.8090893,0.7,4587.0,0.73
HD 12661,HD 12661 b,31.1423525,25.4135632,1.2,5645.0,1.2
K2-75,K2-75 b,338.844896,-7.469895,1.56,5995.0,1.16
HD 180314,HD 180314 b,288.7094401,31.8604391,9.2,4917.0,2.6
Kepler-551,Kepler-551 b,285.485045,48.0543774,0.63,4286.0,0.65
Kepler-181,Kepler-181 c,296.1512831,50.0957806,0.749,5333.0,0.81
TOI-3664,TOI-3664 b,35.308494,59.7118568,1.11,5593.0,0.98
Kepler-268,Kepler-268 c,291.9761559,38.0550327,1.274,6081.0,1.109
K2-268,K2-268 b,133.7094899,11.8482712,0.78,5106.0,0.84
Kepler-924,Kepler-924 b,290.6685136,40.3977086,1.23,6167.0,1.14
HD 203030,HD 203030 b,319.7432238,26.2305846,0.856458,5603.0,0.94
Kepler-1186,Kepler-1186 b,288.4796333,47.1017438,0.93,5635.0,0.95
Kepler-1492,Kepler-1492 b,288.5970695,41.0363254,0.72,4712.0,0.77
EPIC 206317286,EPIC 206317286 c,337.6178427,-7.972456,0.758,4752.0,0.832
Kepler-1986,Kepler-1986 b,292.9582727,42.8548909,0.732,5549.0,0.776
Kepler-1448,Kepler-1448 b,287.8674123,50.5955846,0.93,5774.0,0.95
Kepler-465,Kepler-465 b,284.5557853,46.0638865,1.29,6310.0,1.23
Kepler-953,Kepler-953 c,288.9716297,44.6246451,0.99,5416.0,0.95
HD 169142,HD 169142 b,276.1240717,-29.7805318,1.53702,7246.0,1.85
HD 150010,HD 150010 b,247.8670682,72.6125804,16.2,4153.0,1.3
Kepler-92,Kepler-92 c,289.0860607,41.5630224,1.7,5883.0,1.21
EPIC 248847494,EPIC 248847494 b,159.3890808,11.8427484,2.7,4898.0,0.9
Kepler-1636,Kepler-1636 b,294.0575681,46.4409844,1.02,5797.0,1.01
Kepler-1822,Kepler-1822 b,297.2855,41.3055733,0.702,5165.0,0.782
Kepler-164,Kepler-164 c,287.7808115,47.6298453,1.148,5888.0,1.036
HD 95872,HD 95872 b,165.8658796,-22.0943303,0.84,5312.0,0.7
K2-100,K2-100 b,129.6010863,20.1060074,1.24,5945.0,1.15
K2-80,K2-80 b,59.037486,13.5590288,0.87,5441.0,0.9
Kepler-649,Kepler-649 b,285.6558336,45.0794516,0.94,5871.0,0.97
Kepler-1002,Kepler-1002 b,293.0794629,43.073677,1.57,6144.0,1.22
Kepler-246,Kepler-246 c,296.4834007,42.6633806,0.831,5206.0,0.853
GJ 1132,GJ 1132 c,153.7090696,-47.1549358,0.226,3090.0,0.198
WASP-164,WASP-164 b,344.8735878,-60.4478194,0.932,5806.0,0.946
HD 195019,HD 195019 b,307.0792427,18.7692509,1.48,5751.0,1.21
Kepler-424,Kepler-424 c,298.6249797,48.57745,0.94,5460.0,1.01
Kepler-1473,Kepler-1473 b,290.6365144,48.9961494,1.09,6046.0,1.09
Kepler-384,Kepler-384 c,286.0261113,44.7828571,0.882,5577.0,0.882
Kepler-191,Kepler-191 b,291.1833211,45.3230937,0.789,5282.0,0.857
TOI-270,TOI-270 b,68.4160804,-51.9573937,0.38,3506.0,0.386
GJ 357,GJ 357 d,144.0074644,-21.6650634,0.337,3505.0,0.342
V1298 Tau,V1298 Tau c,61.331654,20.1570318,1.32,4970.0,1.1
HATS-48 A,HATS-48 A b,288.6720048,-59.5793505,0.7152,4546.0,0.7279
TOI-1130,TOI-1130 b,286.3760037,-41.4376399,0.697,4360.0,0.745
NGTS-8,NGTS-8 b,328.9759206,-14.0684399,0.98,5241.0,0.89
HD 307842,TOI-784 b,159.3412205,-63.6556923,0.907,5558.0,0.91
EPIC 228836835,EPIC 228836835 b,189.5748998,-5.2446247,0.32,3782.0,0.418179
Kepler-1685,Kepler-1685 b,296.1882618,43.9368118,0.835451,5484.0,0.96
TOI-4377,TOI-4377 b,164.9324709,-82.2213501,3.52,4974.0,1.36
HR 8799,HR 8799 c,346.8701486,21.1340376,1.49338,7204.58,1.5
K2-269,K2-269 b,130.1551381,13.0146799,1.45,6209.0,1.16
Kepler-179,Kepler-179 c,298.6636163,47.7619329,0.759,5302.0,0.893
Kepler-311,Kepler-311 c,282.0612731,47.0854984,1.188,5905.0,0.994
TOI-122,TOI-122 b,332.9482355,-58.946085,0.334,3403.0,0.312
HD 64121,HD 64121 b,117.3651424,-54.8126136,5.44,5078.0,1.64
iot Dra,iot Dra b,231.2323227,58.9661403,11.79,4504.0,1.54
Kepler-298,Kepler-298 d,283.0398448,48.8253303,0.582,4465.0,0.66
HD 93083,GJ 1137 c,161.0866672,-33.5776794,0.837,5033.8,0.836
Kepler-375,Kepler-375 b,288.6178715,48.0983639,0.837,5826.0,0.891
Kepler-666,Kepler-666 b,298.4568899,48.7915925,1.05,5887.0,1.03
Kepler-239,Kepler-239 b,294.2020505,40.6633313,0.763,4914.0,0.757
Kepler-931,Kepler-931 b,297.1326937,42.7682885,0.81,5241.0,0.86
Kepler-205,Kepler-205 b,285.2866912,41.8609357,0.546,4321.0,0.592
K2-351,K2-351 b,206.6522408,-11.8049588,1.05,5769.0,1.02
Kepler-1697,Kepler-1697 b,287.663331,43.4713782,0.772344,4681.53,0.747
Kepler-1269,Kepler-1269 b,287.8055442,45.3405371,1.15,5998.0,1.1
TOI-5076,TOI-5076 b,50.5104166,17.2392094,0.844,4780.0,0.789
HD 240237,HD 240237 b,348.9259334,58.0432233,71.23,3926.0,8.76
Kepler-1019,Kepler-1019 b,283.7175909,47.2043818,0.67,4433.0,0.7
HD 192310,HD 192310 b,303.8284712,-27.0337556,0.857922,5166.0,0.8
Kepler-1909,Kepler-1909 b,290.889409,42.4596251,0.685,4935.0,0.663
Barnard's star,Barnard c,269.4486144,4.7379808,0.185,3195.0,0.162
GJ 229,GJ 229 A c,92.6435993,-21.8677233,0.46,3564.0,0.509
Kepler-972,Kepler-972 b,295.828679,43.4254371,1.22,6146.0,1.15
WASP-72,WASP-72 b,41.0400779,-30.1690785,2.18,6250.0,2.78
Kepler-783,Kepler-783 b,291.0628615,47.484789,0.89,5521.0,0.93
Kepler-407,Kepler-407 b,286.0363025,49.6145027,1.04,5487.0,0.99
Kepler-1219,Kepler-1219 b,297.2158443,47.3785082,1.94,5944.0,1.25
TOI-3353,TOI-3353.01,106.5298146,-75.8195594,1.0207,6365.0,1.332089
GJ 3341,GJ 3341 b,78.9471415,-31.2948458,0.439,3526.0,0.47
TOI-5174,TOI-5174 b,174.1094967,-2.0233506,1.09457,5643.77,1.0
Kepler-130,Kepler-130 b,288.4505905,40.2452006,1.127,5884.0,0.927
TOI-7166,TOI-7166 b,320.6806363,8.8893975,0.222,3099.0,0.19
KOI-7892,KIC 8540376 c,282.3775397,44.694569,1.26,6474.0,1.04
Kepler-122,Kepler-122 f,291.1118647,39.9490248,0.949,5917.0,1.03
K2-278,K2-278 b,203.3018653,-14.5041057,1.61,6747.0,1.4
Kepler-1932,Kepler-1932 b,285.3314903,41.0638435,0.815,5278.0,0.911
Kepler-123,Kepler-123 b,296.9985853,42.7819633,1.264,6089.0,1.079
K2-291,K2-291 b,76.44594,21.548199,0.899,5520.0,0.934
Kepler-332,Kepler-332 d,286.6627811,47.4136938,0.72,4955.0,0.743
Kepler-955,Kepler-955 b,288.4714969,40.2698157,0.84,5350.0,0.89
Kepler-224,Kepler-224 d,290.9342679,47.3575414,0.676,5018.0,0.777
Kepler-474,Kepler-474 b,292.3215174,43.8811723,1.08,5785.0,0.99
CoRoT-1,CoRoT-1 b,102.0798591,-3.1021394,1.11,5950.0,0.95
Kepler-1309,Kepler-1309 b,298.7351131,40.7641262,0.8,5235.0,0.85
Kepler-57,Kepler-57 c,293.6413146,44.6570692,0.826,5187.9,0.859
HD 150706,HD 150706 b,247.8255687,79.7894032,0.96,5961.0,1.17
Kepler-1038,Kepler-1038 c,298.9721472,44.1323499,0.821,5159.0,0.868
HATS-41,HATS-41 b,103.5173558,-27.0504156,1.71,6424.0,1.496
WASP-142,WASP-142 b,140.5063164,-23.946102,1.64,6010.0,1.33
TOI-2071,TOI-2071 b,256.6011813,57.6610327,1.00286,5755.41,1.063
XO-2 N,XO-2 N b,117.0267691,50.2251472,0.998,5290.0,0.96
K2-69,K2-69 b,335.7596816,-10.4886817,0.491,4127.0,0.551
Kepler-229,Kepler-229 b,286.9994758,48.3757867,0.728,5120.0,0.808
Kepler-1802,Kepler-1802 c,300.2420869,44.1412854,0.637,4245.0,0.649
Kepler-97,Kepler-97 c,287.3265292,48.6733443,0.98,5779.0,0.94
Kepler-855,Kepler-855 b,295.0949565,43.537565,1.03,5835.0,1.03
Kepler-338,Kepler-338 b,282.9790593,40.7844188,1.735,5923.0,1.105
Kepler-1872,Kepler-1872 b,281.0491988,43.3225996,0.885,5223.0,0.913
GSC 06214-00210,GSC 06214-00210 b,245.4776921,-20.7193398,0.90484,4200.0,0.9
Kepler-434,Kepler-434 b,293.5863887,42.9288624,1.38,5977.0,1.198
Kepler-1471,Kepler-1471 b,289.6649171,50.0200612,0.93,5660.0,0.95
EPIC 206042996,EPIC 206042996 b,337.5136198,-13.6101475,0.5,4114.0,0.565
Kepler-301,Kepler-301 c,283.982904,49.2329512,0.9,5815.0,1.022
Kepler-971,Kepler-971 b,284.0945699,41.1828131,0.85,5431.0,0.88
Kepler-619,Kepler-619 b,290.8490899,48.4159782,1.11,5980.0,1.09
Kepler-81,Kepler-81 b,293.6369437,42.8248275,0.59,4385.0,0.64
K2-9,K2-9 b,176.263724,0.0054085,0.31,3390.0,0.3
WASP-136,WASP-136 b,0.325761,-8.9262512,2.39014,6250.0,1.41
Kepler-1496,Kepler-1496 b,293.9739359,45.3507167,1.27,6182.0,1.18
Kepler-932,Kepler-932 b,296.9520797,43.2720233,0.84,5331.0,0.87
HD 1605,HD 1605 b,5.1317548,30.9750611,3.49,4915.0,1.33
K2-308,K2-308 b,78.3391194,16.4141986,1.24,6100.0,1.09
HD 158996,HD 158996 b,259.9051092,80.1364033,50.3,4069.0,1.8
Kepler-1955,Kepler-1955 b,299.5347603,40.4777528,1.291,5825.0,1.049
Kepler-322,Kepler-322 c,281.3487514,44.2952525,0.89,5388.0,0.908
WASP-41,WASP-41 c,190.6188034,-30.6398176,0.87,5545.0,0.93
Kepler-1029,Kepler-1029 b,292.1328738,41.5474786,0.77,5030.0,0.82
Kepler-317,Kepler-317 b,294.9438822,39.0320499,0.941,5497.0,0.865
Kepler-65,Kepler-65 c,288.6887221,41.1511076,1.41,6211.0,1.25
Kepler-416,Kepler-416 d,291.5569554,39.2272923,1.022,5670.0,0.949
K2-367,K2-367 b,337.8588454,-13.2644554,0.625,4348.0,0.756
EPIC 201595106,EPIC 201595106 b,183.7203635,1.9681688,0.98,5679.0,0.958
Kepler-1154,Kepler-1154 c,297.4771158,39.8772345,1.43,6327.0,1.26
Kepler-863,Kepler-863 b,297.6644677,43.2489903,0.95,5678.0,0.96
Kepler-1234,Kepler-1234 b,287.5220359,51.3759464,0.76,4967.0,0.8
K2-228,K2-228 b,187.2947047,-6.8342028,0.65,4715.0,0.71
K2-224,K2-224 b,189.7041426,-10.0605942,0.84,5620.0,0.91
K2-229,K2-229 b,186.8729195,-6.7218474,0.79,5315.0,0.87
Kepler-374,Kepler-374 d,294.1378921,42.3704075,0.911,5977.0,1.033
Kepler-186,Kepler-186 b,298.652736,43.9549884,0.472,3788.0,0.478
Kepler-150,Kepler-150 e,288.2341025,40.520897,0.939,5560.0,0.956
K2-183,K2-183 d,125.007177,14.0194586,0.87,5482.0,0.942219
Kepler-301,Kepler-301 b,283.982904,49.2329512,0.9,5815.0,1.022
HR 8799,HR 8799 d,346.8701486,21.1340376,1.49338,7204.58,1.5
Kepler-282,Kepler-282 e,284.6772402,44.7976401,0.89,5656.0,0.97
Kepler-1581,Kepler-1581 b,287.3713199,39.6036225,1.23,6022.0,1.12
Kepler-546,Kepler-546 b,283.257573,40.9904095,1.15,5967.0,1.11
TOI-283,TOI-283 b,118.5693065,-65.441482,0.85,5213.0,0.8
Kepler-1058,Kepler-1058 b,294.5956256,45.8750556,0.69,4644.0,0.73
Kepler-685,Kepler-685 b,293.8719143,38.4229184,1.16,5963.0,1.11
Kepler-589,Kepler-589 c,280.6414331,47.7520581,0.916,5372.0,0.832
HIP 79098 AB,HIP 79098 AB b,242.1821202,-23.6855244,,9193.75,3.75
TOI-849,TOI-849 b,28.7157956,-29.4217086,0.97,5257.0,0.97
WD 1856+534,WD 1856+534 b,284.415675,53.5090244,0.0131,4710.0,0.518
GJ 3473,GJ 3473 b,120.5936065,3.3371629,0.364,3347.0,0.36
TOI-1442,TOI-1442 b,287.2921006,74.1742762,0.31,3330.0,0.29
GJ 3929,GJ 3929 b,239.5775678,35.4081141,0.32,3384.0,0.313
TOI-500,TOI-500 c,106.559098,-47.5878156,0.678,4440.0,0.74
EPIC 229004835,EPIC 229004835 b,186.4860415,-1.4047214,0.999,5868.0,0.97
GJ 1061,GJ 1061 c,54.0032486,-44.5143104,0.156,2953.0,0.12
16 Cyg B,16 Cyg B b,295.4656422,50.5168243,1.13,5750.0,1.08
Kepler-1467,Kepler-1467 b,295.0485389,45.3426781,0.82,5332.0,0.86
HD 174205,HD 174205 b,280.7932014,70.7928237,26.6,4308.0,1.8
Kepler-1952,Kepler-1952 b,288.0764082,43.9584839,1.305,5973.0,0.922
TOI-561,TOI-561 e,148.1851516,6.216103,0.843,5342.0,0.806
TOI-178,TOI-178 b,7.3020115,-30.4541159,0.662,4316.0,0.647
TOI-178,TOI-178 g,7.3020115,-30.4541159,0.662,4316.0,0.647
TOI-1420,TOI-1420 b,322.9418092,66.3490054,0.923,5510.0,0.987
TOI-2431,TOI-2431 b,37.7652989,8.3816255,0.651,4109.0,0.661
TOI-2076,TOI-2076 b,217.3920159,39.7903991,0.758,5187.0,0.849
TOI-431,TOI-431 c,83.2692502,-26.7238698,0.731,4850.0,0.78
GJ 3090,GJ 3090 b,20.4384281,-46.7147234,0.516,3707.0,0.519
TOI-700,TOI-700 e,97.0957165,-65.5786149,0.421,3459.0,0.415
TOI-1136,TOI-1136 e,192.1848981,64.8552755,0.968,5770.0,1.022
Kepler-602,Kepler-602 b,296.0318985,42.1418634,1.13,6062.0,1.08
Kepler-372,Kepler-372 b,291.2562253,49.2589288,1.137,6509.0,1.202
EPIC 212624936,EPIC 212624936 c,210.6376171,-10.0236852,0.93,5765.0,1.0
WASP-44,WASP-44 b,3.9032733,-11.9382645,0.906,5420.0,0.935
Kepler-1512,Kepler-1512 b,289.2744976,44.4704056,0.67,4372.0,0.73
Qatar-2,Qatar-2 b,207.6554928,-6.8040714,0.776,4645.0,0.743
TOI-286,TOI-286 b,90.9842762,-60.6663348,0.78,5152.0,0.832
GJ 180,GJ 180 d,73.460097,-17.776194,0.413049,3371.0,0.43
Kepler-244,Kepler-244 b,287.242641,42.3014185,0.803,5554.0,0.933
IRAS 04125+2902,IRAS 04125+2902 b,63.9283394,29.166542,1.45,4080.0,0.7
Kepler-51,Kepler-51 e,296.4797624,49.9376486,0.87,5674.0,0.96
TOI-2076,TOI-2076 e,217.3920159,39.7903991,0.758,5187.0,0.849
KELT-3,KELT-3 b,148.6431193,40.3879446,1.7,6304.0,1.96
HAT-P-29,HAT-P-29 b,33.1310921,51.7787754,1.3,6087.0,1.45
Wolf 1061,Wolf 1061 b,247.5748276,-12.6676866,0.307,3342.0,0.294
Kepler-238,Kepler-238 f,287.8971066,40.6378141,0.96,5800.0,1.06
TYC 3318-01333-1,TYC 3318-01333-1 b,45.5825716,49.7441421,5.9,4776.0,1.19
Kepler-1010,Kepler-1010 b,289.1926026,44.1493165,0.82,5253.0,0.86
Kepler-1230,Kepler-1230 b,283.2645129,41.7114526,1.08,5961.0,1.06
V830 Tau,V830 Tau b,68.2918259,24.5619241,2.0,4250.0,1.0
K2-195,K2-195 c,199.8315191,-8.5095364,0.906367,5712.0,0.963364
Kepler-1434,Kepler-1434 b,295.5384415,51.2030002,2.04,6291.0,1.47
K2-187,K2-187 b,132.5235618,23.1924709,0.83,5438.0,0.966999
Kepler-1699,Kepler-1699 b,292.1373281,48.9171579,0.725,5575.53,0.81
Kepler-1152,Kepler-1152 b,290.4341483,44.1077802,0.53,3964.0,0.55
Kepler-156,Kepler-156 b,290.2964214,37.7494271,0.807,5094.0,0.864
Kepler-80,Kepler-80 f,296.1125759,39.9787451,0.678,4540.0,0.73
K2-177,K2-177 b,55.2296156,20.7360891,1.213565,6063.0,1.210525
Kepler-964,Kepler-964 b,295.300065,40.5565792,0.84,5427.0,0.93
Kepler-220,Kepler-220 e,291.5060432,46.8956262,0.666,4632.0,0.729
Kepler-50,Kepler-50 c,288.1009312,50.0336844,1.58,6225.0,1.24
HD 160691,HD 160691 d,266.0361585,-51.8348751,1.33,5773.0,1.13
Kepler-985,Kepler-985 b,290.144339,44.0498808,0.85,5434.0,0.91
Kepler-834,Kepler-834 b,287.0544674,45.1803351,0.66,4554.0,0.7
TOI-1860,TOI-1860 b,226.4567308,64.0476821,0.94,5752.0,0.99
